URL,Title,TitleLength,Description,DescriptionLength,Canonical,H1,JSONLD,Images,AltErrors,Robots,Lang,OGTitle,OGDescription,OGUrl,OGImage,TwitterCard,Status
/blog/vizov-pediatra-na-dom/,Вызов ПЕДИАТРа на дом в Томске,30,"Мы предоставляем возможность получения квалифицированной медицинской помощи на дому,обеспечивая высочайший уровень диагностики, лечения, сопровождения наших маленьких пациентов и поддержку их семей",197,✓,1,1,10,0,"index, follow",ru,Вызов ПЕДИАТРа на дом в Томске,"Мы предоставляем возможность получения квалифицированной медицинской помощи на дому,обеспечивая высочайший уровень диагностики, лечения, сопровождения наших маленьких пациентов и поддержку их семей",https://aibolit70.ru/blog/vizov-pediatra-na-dom/,https://aibolit70.ru/assets/img/massage.jpg,summary_large_image,WARNING
/blog/vnimanie-pollinoz/,"Внимание, поллиноз!",19,"С приходом весны и яркого солнца многие дети начинают испытывать неприятные ощущения: зуд и покраснение глаз, заложенность носа,",128,✓,1,1,7,0,"index, follow",ru,"Внимание, поллиноз!","С приходом весны и яркого солнца многие дети начинают испытывать неприятные ощущения: зуд и покраснение глаз, заложенность носа,",https://aibolit70.ru/blog/vnimanie-pollinoz/,https://aibolit70.ru/assets/img/deti7.jpg,summary_large_image,WARNING
/chek-up/,Чек-апы для детей на дому 'Айболит' Томск,41,Педиатрический Check-up на дому. Ознакомьтесь с программами клиник 'Айболит',76,✓,1,1,7,0,"index, follow",ru,Чек-апы для детей на дому 'Айболит' Томск,Педиатрический Check-up на дому. Ознакомьтесь с программами клиник 'Айболит',https://aibolit70.ru/chek-up/,https://aibolit70.ru/assets/img/post1-2.jpg,summary_large_image,OK
/doctors/,Наши педиатры. детская медицинская служба Айболит,49,Педиатры в детской медицинской службе Айболит. Педиатр на дом. Патронаж новорожденных.,86,✓,1,1,10,0,"index, follow",ru,Наши педиатры. детская медицинская служба Айболит,Педиатры в детской медицинской службе Айболит. Педиатр на дом. Патронаж новорожденных.,https://aibolit70.ru/doctors/,https://aibolit70.ru/assets/img/massage.jpg,summary_large_image,OK
/doctors/ostrouhova-natalya-petrovna/,Остроухова Наталья Петровна - педиатр на дом,44,Остроухова Наталья Петровна - педиатр. Выезд педиатра на дом. Справка в школу. Патронаж новорожденного,102,✓,1,1,6,0,"index, follow",ru,Остроухова Наталья Петровна - педиатр на дом,Остроухова Наталья Петровна - педиатр. Выезд педиатра на дом. Справка в школу. Патронаж новорожденного,https://aibolit70.ru/doctors/ostrouhova-natalya-petrovna/,https://aibolit70.ru/assets/img/Ostrouhova_Natalya_Petrovna.jpg,summary_large_image,OK
/doctors/petuhova-olga-viktorovna/,"Петухова Ольга Викторовна - педиатр, гастроэнтеролог",52,"Петухова Ольга Викторовна - педиатр, гастроэнтеролог. Врач на дом. Программы наблюдение на дому. Анализы.",105,✓,1,1,6,0,"index, follow",ru,"Петухова Ольга Викторовна - педиатр, гастроэнтеролог","Петухова Ольга Викторовна - педиатр, гастроэнтеролог. Врач на дом. Программы наблюдение на дому. Анализы.",https://aibolit70.ru/doctors/petuhova-olga-viktorovna/,https://aibolit70.ru/assets/img/Petuhova_Olga_Viktorovna.jpg,summary_large_image,OK
/doctors/sadovnikova-elena-gennadevna/,"Садовникова Елена Геннадьевна - педиатр, аллерголог",51,"Садовникова Елена Геннадьевна - педиатр, аллерголог. Наблюдение детей на дому, врач на дом",90,✓,1,1,6,0,"index, follow",ru,"Садовникова Елена Геннадьевна - педиатр, аллерголог","Садовникова Елена Геннадьевна - педиатр, аллерголог. Наблюдение детей на дому, врач на дом",https://aibolit70.ru/doctors/sadovnikova-elena-gennadevna/,https://aibolit70.ru/assets/img/Sadovnikova_Elena_Gennadevna.jpg,summary_large_image,OK
/doctors/shevchenko-anastasiya-nikolaevna/,"Шевченко Анастасия Николаевна - педиатр, неонатолог",51,"Шевченко Анастасия Николаевна - педиатр, неонатолог. Врач на дом, наблюдение на дому. Анализы. Педиатр, неонатолог",114,✓,1,1,6,0,"index, follow",ru,"Шевченко Анастасия Николаевна - педиатр, неонатолог","Шевченко Анастасия Николаевна - педиатр, неонатолог. Врач на дом, наблюдение на дому. Анализы. Педиатр, неонатолог",https://aibolit70.ru/doctors/shevchenko-anastasiya-nikolaevna/,https://aibolit70.ru/assets/img/Shevchenko_Anastasiya_Nikolaevna.jpg,summary_large_image,OK
/,Вызов педиатра на дом в Томске — детская медицинская служба «Айболит»,69,"Айболит. Вызов педиатра на дом в Томске, вызвать детского врача (ЛОР, невролога, окулиста, хирурга) на дом. Анализы на дому. Программы наблюдения детей на дому. Патронаж новорожденных.",184,✓,1,1,24,0,"index, follow",ru,Вызов педиатра на дом в Томске — детская медицинская служба «Айболит»,"Айболит. Вызов педиатра на дом в Томске, вызвать детского врача (ЛОР, невролога, окулиста, хирурга) на дом. Анализы на дому. Программы наблюдения детей на дому. Патронаж новорожденных.",https://aibolit70.ru/,https://aibolit70.ru/assets/img/aibolit.png,summary_large_image,WARNING
/kontakty/,Контакты | Айболит-детская медицинская служба,45,"Айболит детская медицинская служба, Наш адрес: ул. Герце на 68, стр.2, г. Томск. Наш телефон +7 (3822) 60-92-43",111,✓,1,1,8,0,"index, follow",ru,Контакты | Айболит-детская медицинская служба,"Айболит детская медицинская служба, Наш адрес: ул. Герце на 68, стр.2, г. Томск. Наш телефон +7 (3822) 60-92-43",https://aibolit70.ru/kontakty/,https://aibolit70.ru/assets/img/phone-tel.png,summary_large_image,OK
/o-nas/documents/,Документы детской медицинской службы «Айболит» | Томск,54,"Документы детской медицинской службы «Айболит» в Томске: лицензии, правила оказания медицинских услуг и информация для пациентов",128,✓,1,1,5,0,"index, follow",ru,Документы детской медицинской службы «Айболит» | Томск,"Документы детской медицинской службы «Айболит» в Томске: лицензии, правила оказания медицинских услуг и информация для пациентов",https://aibolit70.ru/o-nas/documents/,https://aibolit70.ru/assets/img/uslugi1.jpg,summary_large_image,OK
/o-nas/,О нас — детская медицинская служба «Айболит» в Томске,53,"Детская медицинская служба 'Айболит' предлагает услуги: вызов педиатра на дом, консультация детского врача на дому, программы наблюдения за ребенком на дому. Вакцинация. Анализы на ДОМУ. Патронаж новорожденных.",210,✓,1,1,11,0,"index, follow",ru,О нас — детская медицинская служба «Айболит» в Томске,"Детская медицинская служба 'Айболит' предлагает услуги: вызов педиатра на дом, консультация детского врача на дому, программы наблюдения за ребенком на дому. Вакцинация. Анализы на ДОМУ. Патронаж новорожденных.",https://aibolit70.ru/o-nas/,https://aibolit70.ru/assets/img/massage.jpg,summary_large_image,WARNING
/o-nas/kontroliruyushie-organizacii/,Контролирующие организации | Айболит,36,"Айболит, Герцена 68 строение 2",30,✓,1,1,5,0,"index, follow",ru,Контролирующие организации | Айболит,"Айболит, Герцена 68 строение 2",https://aibolit70.ru/o-nas/kontroliruyushie-organizacii/,https://aibolit70.ru/assets/img/uslugi1.jpg,summary_large_image,WARNING
/o-nas/licenzii/,"Лицензия на медицинскую деятельность | Айболит, Томск",53, Информация о лицензии на медицинскую деятельность детской медицинской службы «Айболит» в Томске. Документы и сведения для пациентов.,133,✓,1,1,5,0,"index, follow",ru,"Лицензия на медицинскую деятельность | Айболит, Томск", Информация о лицензии на медицинскую деятельность детской медицинской службы «Айболит» в Томске. Документы и сведения для пациентов.,https://aibolit70.ru/o-nas/licenzii/,https://aibolit70.ru/assets/img/uslugi1.jpg,summary_large_image,OK
/o-nas/map-site/,Карта сайта детской медицинской службы «Айболит»,48,"Карта сайта «Айболит»: услуги, врачи, программы наблюдения, информация для пациентов и полезные материалы о здоровье детей.",123,✓,1,1,5,0,"index, follow",ru,Карта сайта детской медицинской службы «Айболит»,"Карта сайта «Айболит»: услуги, врачи, программы наблюдения, информация для пациентов и полезные материалы о здоровье детей.",https://aibolit70.ru/o-nas/map-site/,https://aibolit70.ru/assets/img/uslugi1.jpg,summary_large_image,OK
/o-nas/nashi-partnery/,Наши партнеры | Айболит,23,"Наши партнеры, страховые компании, ДМС | Айболит-детская медицинская служба",75,✓,1,1,6,0,"index, follow",ru,Наши партнеры | Айболит,"Наши партнеры, страховые компании, ДМС | Айболит-детская медицинская служба",https://aibolit70.ru/o-nas/nashi-partnery/,https://aibolit70.ru/assets/img/uslugi1.jpg,summary_large_image,WARNING
/o-nas/pravovaya-informaciya/,Правовая информация Айболит,27,Правовая информация. ООО 'Айболит'Детская медицинская служба,60,✓,1,1,5,0,"index, follow",ru,Правовая информация Айболит,Правовая информация. ООО 'Айболит'Детская медицинская служба,https://aibolit70.ru/o-nas/pravovaya-informaciya/,https://aibolit70.ru/assets/img/uslugi1.jpg,summary_large_image,WARNING
/o-nas/vacancies/,Вакансии в детской медицинской службе «Айболит» | Томск,55,Вакансии детской медицинской службы «Айболит» в Томске. Актуальные предложения для врачей и медицинских специалистов.,117,✓,1,1,5,0,"index, follow",ru,Вакансии в детской медицинской службе «Айболит» | Томск,Вакансии детской медицинской службы «Айболит» в Томске. Актуальные предложения для врачей и медицинских специалистов.,https://aibolit70.ru/o-nas/vacancies/,https://aibolit70.ru/assets/img/uslugi1.jpg,summary_large_image,OK
/pacientam/,Информация для пациентов | Айболит-детская медицинская служба,61,"Информация для пациентов детской медицинской службы «Айболит»: режим работы, сведения о специалистах, правила подготовки, оплата и документы.",141,✓,1,1,6,0,"index, follow",ru,Информация для пациентов | Айболит-детская медицинская служба,"Информация для пациентов детской медицинской службы «Айболит»: режим работы, сведения о специалистах, правила подготовки, оплата и документы.",https://aibolit70.ru/pacientam/,https://aibolit70.ru/assets/img/uslugi1.jpg,summary_large_image,OK
/pacientam/lekarstvennoe-obespechenie/,Лекарственное обеспечение | Айболит-детская медицинская служба,62,"Лекарственное обеспечение. ВЫЗОВ ПЕДИАТРА на дом Томск. К вам приедет один из наших квалифицированных врачей педиатров. ВЫЗОВ УЗКОГО СПЕЦИАЛИСТА. Хирург, Невролог, Лор и другие. ЗАБОР АНАЛИЗОВ НА ДОМУ.",201,✓,1,1,5,0,"index, follow",ru,Лекарственное обеспечение | Айболит-детская медицинская служба,"Лекарственное обеспечение. ВЫЗОВ ПЕДИАТРА на дом Томск. К вам приедет один из наших квалифицированных врачей педиатров. ВЫЗОВ УЗКОГО СПЕЦИАЛИСТА. Хирург, Невролог, Лор и другие. ЗАБОР АНАЛИЗОВ НА ДОМУ.",https://aibolit70.ru/pacientam/lekarstvennoe-obespechenie/,https://aibolit70.ru/assets/img/uslugi4.jpg,summary_large_image,WARNING
/pacientam/nalogovyj-vychet/,Налоговый вычет в Айболит детская медицинская служба Томск,58,"Налоговый вычет за лечение — это социальный налоговый вычет, который позволяет вернуть часть затрат на медицинские услуги, покупку лекарств.",140,✓,1,1,5,0,"index, follow",ru,Налоговый вычет в Айболит детская медицинская служба Томск,"Налоговый вычет за лечение — это социальный налоговый вычет, который позволяет вернуть часть затрат на медицинские услуги, покупку лекарств.",https://aibolit70.ru/pacientam/nalogovyj-vychet/,https://aibolit70.ru/assets/img/uslugi4.jpg,summary_large_image,OK
/pacientam/otzyvy/,Отзывы | Айболит-детская медицинская служба,43,"Отзывы, оказывающие платные медицинские услуги ВЫЗОВ ПЕДИАТРА на дом Томск. К вам приедет один из наших квалифицированных врачей педиатров. ВЫЗОВ УЗКОГО СПЕЦИАЛИСТА. Хирург, Невролог, Лор и другие. ЗАБОР АНАЛИЗОВ НА ДОМУ.",221,✓,1,1,5,0,"index, follow",ru,Отзывы | Айболит-детская медицинская служба,"Отзывы, оказывающие платные медицинские услуги ВЫЗОВ ПЕДИАТРА на дом Томск. К вам приедет один из наших квалифицированных врачей педиатров. ВЫЗОВ УЗКОГО СПЕЦИАЛИСТА. Хирург, Невролог, Лор и другие. ЗАБОР АНАЛИЗОВ НА ДОМУ.",https://aibolit70.ru/pacientam/otzyvy/,https://aibolit70.ru/assets/img/uslugi4.jpg,summary_large_image,WARNING
/pacientam/pravila-podgotovki/,Правила подготовки к исследованиям | Айболит-детская медицинская служба,71,"Правила подготовки к исследованиям. ВЫЗОВ ПЕДИАТРА на дом Томск. К вам приедет один из наших квалифицированных врачей педиатров. ВЫЗОВ УЗКОГО СПЕЦИАЛИСТА. Хирург, Невролог, Лор и другие. ЗАБОР АНАЛИЗОВ НА ДОМУ.",210,✓,1,1,5,0,"index, follow",ru,Правила подготовки к исследованиям | Айболит-детская медицинская служба,"Правила подготовки к исследованиям. ВЫЗОВ ПЕДИАТРА на дом Томск. К вам приедет один из наших квалифицированных врачей педиатров. ВЫЗОВ УЗКОГО СПЕЦИАЛИСТА. Хирург, Невролог, Лор и другие. ЗАБОР АНАЛИЗОВ НА ДОМУ.",https://aibolit70.ru/pacientam/pravila-podgotovki/,https://aibolit70.ru/assets/img/uslugi4.jpg,summary_large_image,WARNING
/pacientam/prices/,Стоимость услуг в Айболит детская медицинская служба Томск,58,"Стоимость услуг. Вызов педиатра на дом, детского врача (ЛОР, невролог, окулист, хирург). Анализы на дому. Программы наблюдения детей на дому. Патронаж новорожденных",164,✓,1,1,5,0,"index, follow",ru,Стоимость услуг в Айболит детская медицинская служба Томск,"Стоимость услуг. Вызов педиатра на дом, детского врача (ЛОР, невролог, окулист, хирург). Анализы на дому. Программы наблюдения детей на дому. Патронаж новорожденных",https://aibolit70.ru/pacientam/prices/,https://aibolit70.ru/assets/img/uslugi4.jpg,summary_large_image,WARNING
/pacientam/sposoby-oplaty/,Способы оплаты | Айболит-детская медицинская служба,51,"Способы оплаты, оказывающие платные медицинские услуги ВЫЗОВ ПЕДИАТРА на дом Томск. К вам приедет один из наших квалифицированных врачей педиатров. ВЫЗОВ УЗКОГО СПЕЦИАЛИСТА. Хирург, Невролог, Лор и другие. ЗАБОР АНАЛИЗОВ НА ДОМУ.",229,✓,1,1,7,0,"index, follow",ru,Способы оплаты | Айболит-детская медицинская служба,"Способы оплаты, оказывающие платные медицинские услуги ВЫЗОВ ПЕДИАТРА на дом Томск. К вам приедет один из наших квалифицированных врачей педиатров. ВЫЗОВ УЗКОГО СПЕЦИАЛИСТА. Хирург, Невролог, Лор и другие. ЗАБОР АНАЛИЗОВ НА ДОМУ.",https://aibolit70.ru/pacientam/sposoby-oplaty/,https://aibolit70.ru/assets/img/uslugi4.jpg,summary_large_image,WARNING
/pacientam/svedeniya-o-specialistah/,"Сведения о специалистах, оказывающие платные медицинские услуги | Айболит-детская медицинская служба",100,"Сведения о специалистах, оказывающие платные медицинские услуги ВЫЗОВ ПЕДИАТРА на дом Томск. К вам приедет один из наших квалифицированных врачей педиатров. ВЫЗОВ УЗКОГО СПЕЦИАЛИСТА. Хирург, Невролог, Лор и другие. ЗАБОР АНАЛИЗОВ НА ДОМУ.",238,✓,1,1,5,0,"index, follow",ru,"Сведения о специалистах, оказывающие платные медицинские услуги | Айболит-детская медицинская служба","Сведения о специалистах, оказывающие платные медицинские услуги ВЫЗОВ ПЕДИАТРА на дом Томск. К вам приедет один из наших квалифицированных врачей педиатров. ВЫЗОВ УЗКОГО СПЕЦИАЛИСТА. Хирург, Невролог, Лор и другие. ЗАБОР АНАЛИЗОВ НА ДОМУ.",https://aibolit70.ru/pacientam/svedeniya-o-specialistah/,https://aibolit70.ru/assets/img/uslugi4.jpg,summary_large_image,WARNING
/programmy-nablyudeniya-za-zdorovem/,Программы наблюдения за здоровьем ребенка | Айболит,51,"ДЕТСКАЯ МЕДИЦИНСКАЯ СЛУЖБА 'АЙБОЛИТ' предлагает программы наблюдения за здоровьем ребенка. Квалифицированные специалисты постараются решить все проблемы со здоровьем, сопутствующие периоду роста ребёнка. Патронаж новорожденных",226,✓,1,1,10,0,"index, follow",ru,Программы наблюдения за здоровьем ребенка | Айболит,"ДЕТСКАЯ МЕДИЦИНСКАЯ СЛУЖБА 'АЙБОЛИТ' предлагает программы наблюдения за здоровьем ребенка. Квалифицированные специалисты постараются решить все проблемы со здоровьем, сопутствующие периоду роста ребёнка. Патронаж новорожденных",https://aibolit70.ru/programmy-nablyudeniya-za-zdorovem/,https://aibolit70.ru/assets/img/fibroma-u-rebenka.jpg,summary_large_image,WARNING
/programmy-nablyudeniya-za-zdorovem/malysh-houm-standart-ot-0-do-2-h-le/,Малыш Хоум: программа наблюдения за ребенком 0–2 лет | Айболит,62,Программа наблюдения за здоровьем детей 'Малыш Хоум. Стандарт' от 0 до 2-х лет Первый год жизни ребёнка особенно важен: именно в возрасте от 0 до года закладываются основы нашего здоровья.,188,✓,1,1,7,0,"index, follow",ru,Малыш Хоум: программа наблюдения за ребенком 0–2 лет | Айболит,Программа наблюдения за здоровьем детей 'Малыш Хоум. Стандарт' от 0 до 2-х лет Первый год жизни ребёнка особенно важен: именно в возрасте от 0 до года закладываются основы нашего здоровья.,https://aibolit70.ru/programmy-nablyudeniya-za-zdorovem/malysh-houm-standart-ot-0-do-2-h-le/,https://aibolit70.ru/assets/img/fibroma-u-rebenka.jpg,summary_large_image,WARNING
/programmy-nablyudeniya-za-zdorovem/zdorovyj-rebenok-houm-midi-ot-2-h-l/,Педиатр рядом: программа наблюдения за ребенком от 2 лет | Айболит,66,Программа наблюдения 'Здоровый ребенок Педиатр рядом ( c 2-х лет)' от 2-х лет Данная программа предназначена для наблюдения здорового ребенка возрастом от 2-ух лет. В программу входит только наблюдение педиатра и вакцинация,223,✓,1,1,7,0,"index, follow",ru,Педиатр рядом: программа наблюдения за ребенком от 2 лет | Айболит,Программа наблюдения 'Здоровый ребенок Педиатр рядом ( c 2-х лет)' от 2-х лет Данная программа предназначена для наблюдения здорового ребенка возрастом от 2-ух лет. В программу входит только наблюдение педиатра и вакцинация,https://aibolit70.ru/programmy-nablyudeniya-za-zdorovem/zdorovyj-rebenok-houm-midi-ot-2-h-l/,https://aibolit70.ru/assets/img/detskii_vrach_rebenok.jpg,summary_large_image,WARNING
/programmy-nablyudeniya-za-zdorovem/zdorovyj-rebenok-houm-standart-ot-2/,Здоровый ребенок: программа наблюдения за ребенком от 2 лет | Айболит,69,"Программа наблюдения за здоровьем ребенка 'Здоровый ребенок Хоум. Стандарт' от 2-х лет Вашему ребёнку 2 года. Это – особенная эпоха в его жизни, когда малыш начинает осознавать свои желания, учится управлять ими, думать и говорить. А это значит, что здоровье малыша нуждается в профессиональной медицинской защите.",314,✓,1,1,7,0,"index, follow",ru,Здоровый ребенок: программа наблюдения за ребенком от 2 лет | Айболит,"Программа наблюдения за здоровьем ребенка 'Здоровый ребенок Хоум. Стандарт' от 2-х лет Вашему ребёнку 2 года. Это – особенная эпоха в его жизни, когда малыш начинает осознавать свои желания, учится управлять ими, думать и говорить. А это значит, что здоровье малыша нуждается в профессиональной медицинской защите.",https://aibolit70.ru/programmy-nablyudeniya-za-zdorovem/zdorovyj-rebenok-houm-standart-ot-2/,https://aibolit70.ru/assets/img/helmets-for-special-needs.jpg,summary_large_image,WARNING
/uslugi-i-ceny/,Вызов педиатра на дом в Томске | Врач на дом | Айболит,54,"Вызов педиатра и детского врача на дом в Томске. Анализы на дому, узкие специалисты, программы наблюдения и консультации для детей.",131,✓,1,1,11,0,"index, follow",ru,Вызов педиатра на дом в Томске | Врач на дом | Айболит,"Вызов педиатра и детского врача на дом в Томске. Анализы на дому, узкие специалисты, программы наблюдения и консультации для детей.",https://aibolit70.ru/uslugi-i-ceny/,https://aibolit70.ru/assets/img/uslugi1.jpg,summary_large_image,OK
/uslugi-i-ceny/medicinskie-spravki-rebenku/,Медицинские справки ребенку Томск | Айболит,43,"Справка ребенку в Томске, Анализы на дому, Врач на дом, Анализы",63,✓,1,1,13,0,"index, follow",ru,Медицинские справки ребенку Томск | Айболит,"Справка ребенку в Томске, Анализы на дому, Врач на дом, Анализы",https://aibolit70.ru/uslugi-i-ceny/medicinskie-spravki-rebenku/,https://aibolit70.ru/assets/img/uslugi4.jpg,summary_large_image,WARNING
/uslugi-i-ceny/medicinskie-spravki-rebenku/sanatorno-kurortnaya-karta-dlya-det/,Санаторно-курортная карта для детей | Айболит,45,Оформление санаторно-курортной карты для детей | Айболит-детская медицинская служба,83,✓,1,1,8,0,"index, follow",ru,Санаторно-курортная карта для детей | Айболит,Оформление санаторно-курортной карты для детей | Айболит-детская медицинская служба,https://aibolit70.ru/uslugi-i-ceny/medicinskie-spravki-rebenku/sanatorno-kurortnaya-karta-dlya-det/,https://aibolit70.ru/assets/img/spravka1.jpg,summary_large_image,OK
/uslugi-i-ceny/medicinskie-spravki-rebenku/spravka-o-sostoyanii-zdorovya-reben/,Справка о состоянии здоровья ребенка | Айболит,46,Оформление справки о состоянии здоровья ребенка| Айболит,56,✓,1,1,8,0,"index, follow",ru,Справка о состоянии здоровья ребенка | Айболит,Оформление справки о состоянии здоровья ребенка| Айболит,https://aibolit70.ru/uslugi-i-ceny/medicinskie-spravki-rebenku/spravka-o-sostoyanii-zdorovya-reben/,https://aibolit70.ru/assets/img/helmets-for-special-needs.jpg,summary_large_image,WARNING
/uslugi-i-ceny/medicinskie-spravki-rebenku/spravka-po-forme-079-u/,Медицинская справка 079/у в детский лагерь | Айболит,52,Оформление справки по форме 079/у в детский лагерь | Айболит,60,✓,1,1,8,0,"index, follow",ru,Медицинская справка 079/у в детский лагерь | Айболит,Оформление справки по форме 079/у в детский лагерь | Айболит,https://aibolit70.ru/uslugi-i-ceny/medicinskie-spravki-rebenku/spravka-po-forme-079-u/,https://aibolit70.ru/assets/img/post5.jpg,summary_large_image,WARNING
